00000 0 982 123516127500,QCLD,
00000 0 982 123516127501,QCLD,
00000 0 982 123516127502,QCLD,
00000 0 982 123516127503,QCLD,
00000 0 982 123516127504,QCLD,
00000 0 982 123516127505,QCLD,
00000 0 982 123516127506,QCLD,
00000 0 982 123516127507,QCLD,
00000 0 982 123516127508,QCLD,
00000 0 982 123516127509,QCLD,
00000 0 982 123516127510,QCLD,
00000 0 982 123516127511,QCLD,
00000 0 982 123516127512,QCLD,
00000 0 982 123516127513,QCLD,
00000 0 982 123516127514,QCLD,
00000 0 982 123516127515,QCLD,
00000 0 982 123516127516,QCLD,
00000 0 982 123516127517,QCLD,
00000 0 982 123516127518,QCLD,
00000 0 982 123516127519,QCLD,
