00000 0 982 123516128819,HMFF,
00000 0 982 123516128820,HMFF,
00000 0 982 123516128821,HMFF,
00000 0 982 123516128822,HMFF,
00000 0 982 123516128823,HMFF,
00000 0 982 123516128824,HMFF,
00000 0 982 123516128825,HMFF,
00000 0 982 123516128826,HMFF,
00000 0 982 123516128827,HMFF,
00000 0 982 123516128828,HMFF,
00000 0 982 123516128829,HMFF,
00000 0 982 123516128830,HMFF,
00000 0 982 123516128831,HMFF,
00000 0 982 123516128832,HMFF,
00000 0 982 123516128833,HMFF,
00000 0 982 123516128834,HMFF,
00000 0 982 123516128835,HMFF,
00000 0 982 123516128836,HMFF,
00000 0 982 123516128837,HMFF,
00000 0 982 123516128838,HMFF,
