00000 0 982 123516127277,JDTG,15,1
00000 0 982 123516127278,JDTG,15,2
00000 0 982 123516127279,JDTG,15,3
00000 0 982 123516127280,JDTG,15,4
00000 0 982 123516127281,JDTG,15,5
00000 0 982 123516127282,JDTG,15,6
00000 0 982 123516127283,JDTG,15,7
00000 0 982 123516127284,JDTG,15,8
00000 0 982 123516127285,JDTG,15,9
00000 0 982 123516127286,JDTG,15,10
00000 0 982 123516127287,JDTG,15,11
00000 0 982 123516127288,JDTG,15,12
00000 0 982 123516127289,JDTG,15,13
00000 0 982 123516127290,JDTG,15,14
00000 0 982 123516127291,JDTG,15,15
00000 0 982 123516127292,JDTG,15,16
00000 0 982 123516127293,JDTG,15,17
00000 0 982 123516127294,JDTG,15,18
00000 0 982 123516127295,JDTG,15,19
00000 0 982 123516127296,JDTG,15,20
00000 0 982 123516127297,JDTG,15,21
00000 0 982 123516127298,JDTG,15,22
00000 0 982 123516127299,JDTG,15,23
00000 0 982 123516127300,JDTG,15,24
00000 0 982 123516127301,JDTG,15,25
00000 0 982 123516127302,JDTG,15,26
00000 0 982 123516127303,JDTG,15,27
00000 0 982 123516127304,JDTG,15,28
00000 0 982 123516127305,JDTG,15,29
00000 0 982 123516127306,JDTG,15,30
00000 0 982 123516127307,JDTG,15,31
00000 0 982 123516127308,JDTG,15,32
00000 0 982 123516127309,JDTG,15,33
00000 0 982 123516127310,JDTG,15,34
00000 0 982 123516127311,JDTG,15,35
00000 0 982 123516127312,JDTG,15,36
00000 0 982 123516127313,JDTG,15,37
00000 0 982 123516127314,JDTG,15,38
00000 0 982 123516127315,JDTG,15,39
00000 0 982 123516127316,JDTG,15,40
00000 0 982 123516127317,JDTG,15,41
00000 0 982 123516127318,JDTG,15,42
00000 0 982 123516127319,JDTG,15,43
00000 0 982 123516127320,JDTG,15,44
00000 0 982 123516127321,JDTG,15,45
00000 0 982 123516127322,JDTG,15,46
00000 0 982 123516127323,JDTG,15,47
00000 0 982 123516127324,JDTG,15,48
00000 0 982 123516127325,JDTG,15,49
00000 0 982 123516127326,JDTG,15,50
00000 0 982 123516127327,JDTG,15,51
00000 0 982 123516127328,JDTG,15,52
00000 0 982 123516127329,JDTG,15,53
00000 0 982 123516127330,JDTG,15,54
00000 0 982 123516127331,JDTG,15,55
00000 0 982 123516127332,JDTG,15,56
00000 0 982 123516127333,JDTG,15,57
00000 0 982 123516127334,JDTG,15,58
00000 0 982 123516127335,JDTG,15,59
00000 0 982 123516127336,JDTG,15,60
00000 0 982 123516127337,JDTG,15,61
00000 0 982 123516127338,JDTG,15,62
00000 0 982 123516127339,JDTG,15,63
00000 0 982 123516127340,JDTG,15,64
00000 0 982 123516127341,JDTG,15,65
00000 0 982 123516127342,JDTG,15,66
00000 0 982 123516127343,JDTG,15,67
00000 0 982 123516127344,JDTG,15,68
00000 0 982 123516127345,JDTG,15,69
00000 0 982 123516127346,JDTG,15,70
00000 0 982 123516127347,JDTG,15,71
00000 0 982 123516127348,JDTG,15,72
00000 0 982 123516127349,JDTG,15,73
00000 0 982 123516127350,JDTG,15,74
00000 0 982 123516127351,JDTG,15,75
00000 0 982 123516127352,JDTG,15,76
00000 0 982 123516127353,JDTG,15,77
00000 0 982 123516127354,JDTG,15,78
00000 0 982 123516127355,JDTG,15,79
00000 0 982 123516127356,JDTG,15,80
00000 0 982 123516127357,JDTG,15,81
00000 0 982 123516127358,JDTG,15,82
00000 0 982 123516127359,JDTG,15,83
00000 0 982 123516127360,JDTG,15,84
00000 0 982 123516127361,JDTG,15,85
00000 0 982 123516127362,JDTG,15,86
00000 0 982 123516127363,JDTG,15,87
00000 0 982 123516127364,JDTG,15,88
00000 0 982 123516127365,JDTG,15,89
00000 0 982 123516127366,JDTG,15,90
00000 0 982 123516127367,JDTG,15,91
00000 0 982 123516127368,JDTG,15,92
00000 0 982 123516127369,JDTG,15,93
00000 0 982 123516127370,JDTG,15,94
00000 0 982 123516127371,JDTG,15,95
00000 0 982 123516127372,JDTG,15,96
00000 0 982 123516127373,JDTG,15,97
00000 0 982 123516127374,JDTG,15,98
00000 0 982 123516127375,JDTG,15,99
