00000 0 982 123516129243,PQXC,
00000 0 982 123516129244,PQXC,
00000 0 982 123516129245,PQXC,
00000 0 982 123516129246,PQXC,
00000 0 982 123516129247,PQXC,
00000 0 982 123516129248,PQXC,
00000 0 982 123516129249,PQXC,
00000 0 982 123516129250,PQXC,
00000 0 982 123516129251,PQXC,
00000 0 982 123516129252,PQXC,
00000 0 982 123516129253,PQXC,
00000 0 982 123516129254,PQXC,
00000 0 982 123516129255,PQXC,
00000 0 982 123516129256,PQXC,
00000 0 982 123516129257,PQXC,
00000 0 982 123516129258,PQXC,
00000 0 982 123516129259,PQXC,
00000 0 982 123516129260,PQXC,
00000 0 982 123516129261,PQXC,
00000 0 982 123516129262,PQXC,
00000 0 982 123516129263,PQXC,
00000 0 982 123516129264,PQXC,
00000 0 982 123516129265,PQXC,
00000 0 982 123516129266,PQXC,
00000 0 982 123516129267,PQXC,
00000 0 982 123516129268,PQXC,
00000 0 982 123516129269,PQXC,
00000 0 982 123516129270,PQXC,
00000 0 982 123516129271,PQXC,
00000 0 982 123516129272,PQXC,
00000 0 982 123516129273,PQXC,
00000 0 982 123516129274,PQXC,
00000 0 982 123516129275,PQXC,
00000 0 982 123516129276,PQXC,
00000 0 982 123516129277,PQXC,
00000 0 982 123516129278,PQXC,
00000 0 982 123516129279,PQXC,
00000 0 982 123516129280,PQXC,
00000 0 982 123516129281,PQXC,
00000 0 982 123516129282,PQXC,
00000 0 982 123516129283,PQXC,
00000 0 982 123516129284,PQXC,
00000 0 982 123516129285,PQXC,
00000 0 982 123516129286,PQXC,
00000 0 982 123516129287,PQXC,
00000 0 982 123516129288,PQXC,
00000 0 982 123516129289,PQXC,
00000 0 982 123516129290,PQXC,
00000 0 982 123516129291,PQXC,
00000 0 982 123516129292,PQXC,
