00000 0 982 123516127588,KYYW,
00000 0 982 123516127589,KYYW,
00000 0 982 123516127590,KYYW,
00000 0 982 123516127591,KYYW,
00000 0 982 123516127592,KYYW,
00000 0 982 123516127593,KYYW,
00000 0 982 123516127594,KYYW,
00000 0 982 123516127595,KYYW,
00000 0 982 123516127596,KYYW,
00000 0 982 123516127597,KYYW,
00000 0 982 123516127598,KYYW,
00000 0 982 123516127599,KYYW,
00000 0 982 123516127600,KYYW,
00000 0 982 123516127601,KYYW,
00000 0 982 123516127602,KYYW,
00000 0 982 123516127603,KYYW,
00000 0 982 123516127604,KYYW,
00000 0 982 123516127605,KYYW,
00000 0 982 123516127606,KYYW,
00000 0 982 123516127607,KYYW,
00000 0 982 123516127608,KYYW,
00000 0 982 123516127609,KYYW,
00000 0 982 123516127610,KYYW,
00000 0 982 123516127611,KYYW,
00000 0 982 123516127612,KYYW,
00000 0 982 123516127613,KYYW,
00000 0 982 123516127614,KYYW,
00000 0 982 123516127615,KYYW,
00000 0 982 123516127616,KYYW,
00000 0 982 123516127617,KYYW,
