00000 0 982 123516130396,NTRG,
00000 0 982 123516130397,NTRG,
00000 0 982 123516130398,NTRG,
00000 0 982 123516130399,NTRG,
00000 0 982 123516130400,NTRG,
00000 0 982 123516130401,NTRG,
00000 0 982 123516130402,NTRG,
00000 0 982 123516130403,NTRG,
00000 0 982 123516130404,NTRG,
00000 0 982 123516130405,NTRG,
00000 0 982 123516130406,NTRG,
00000 0 982 123516130407,NTRG,
00000 0 982 123516130408,NTRG,
00000 0 982 123516130409,NTRG,
00000 0 982 123516130410,NTRG,
00000 0 982 123516130411,NTRG,
00000 0 982 123516130412,NTRG,
00000 0 982 123516130413,NTRG,
00000 0 982 123516130414,NTRG,
00000 0 982 123516130415,NTRG,
00000 0 982 123516130416,NTRG,
00000 0 982 123516130417,NTRG,
00000 0 982 123516130418,NTRG,
00000 0 982 123516130419,NTRG,
00000 0 982 123516130420,NTRG,
00000 0 982 123516130421,NTRG,
00000 0 982 123516130422,NTRG,
00000 0 982 123516130423,NTRG,
00000 0 982 123516130424,NTRG,
00000 0 982 123516130425,NTRG,
00000 0 982 123516130426,NTRG,
00000 0 982 123516130427,NTRG,
00000 0 982 123516130428,NTRG,
00000 0 982 123516130429,NTRG,
00000 0 982 123516130430,NTRG,
00000 0 982 123516130431,NTRG,
00000 0 982 123516130432,NTRG,
00000 0 982 123516130433,NTRG,
00000 0 982 123516130434,NTRG,
00000 0 982 123516130435,NTRG,
00000 0 982 123516130436,NTRG,
00000 0 982 123516130437,NTRG,
00000 0 982 123516130438,NTRG,
00000 0 982 123516130439,NTRG,
00000 0 982 123516130440,NTRG,
00000 0 982 123516130441,NTRG,
00000 0 982 123516130442,NTRG,
00000 0 982 123516130443,NTRG,
00000 0 982 123516130444,NTRG,
00000 0 982 123516130445,NTRG,
