00000 0 982 123521778616,TKC,
00000 0 982 123521778617,TKC,
00000 0 982 123521778618,TKC,
00000 0 982 123521778619,TKC,
00000 0 982 123521778620,TKC,
00000 0 982 123521778621,TKC,
00000 0 982 123521778622,TKC,
00000 0 982 123521778623,TKC,
00000 0 982 123521778624,TKC,
00000 0 982 123521778625,TKC,
00000 0 982 123521778626,TKC,
00000 0 982 123521778627,TKC,
00000 0 982 123521778628,TKC,
00000 0 982 123521778629,TKC,
00000 0 982 123521778630,TKC,
00000 0 982 123521778631,TKC,
00000 0 982 123521778632,TKC,
00000 0 982 123521778633,TKC,
00000 0 982 123521778634,TKC,
00000 0 982 123521778635,TKC,
00000 0 982 123521778636,TKC,
00000 0 982 123521778637,TKC,
00000 0 982 123521778638,TKC,
00000 0 982 123521778639,TKC,
00000 0 982 123521778640,TKC,
00000 0 982 123521778641,TKC,
00000 0 982 123521778642,TKC,
00000 0 982 123521778643,TKC,
00000 0 982 123521778644,TKC,
00000 0 982 123521778645,TKC,
00000 0 982 123521778646,TKC,
00000 0 982 123521778647,TKC,
00000 0 982 123521778648,TKC,
00000 0 982 123521778649,TKC,
00000 0 982 123521778650,TKC,
00000 0 982 123521778651,TKC,
00000 0 982 123521778652,TKC,
00000 0 982 123521778653,TKC,
00000 0 982 123521778654,TKC,
00000 0 982 123521778655,TKC,
00000 0 982 123521778656,TKC,
00000 0 982 123521778657,TKC,
00000 0 982 123521778658,TKC,
00000 0 982 123521778659,TKC,
00000 0 982 123521778660,TKC,
00000 0 982 123521778661,TKC,
00000 0 982 123521778662,TKC,
00000 0 982 123521778663,TKC,
00000 0 982 123521778664,TKC,
00000 0 982 123521778665,TKC,
00000 0 982 123521778666,TKC,
00000 0 982 123521778667,TKC,
00000 0 982 123521778668,TKC,
00000 0 982 123521778669,TKC,
00000 0 982 123521778670,TKC,
00000 0 982 123521778671,TKC,
00000 0 982 123521778672,TKC,
00000 0 982 123521778673,TKC,
00000 0 982 123521778674,TKC,
00000 0 982 123521778675,TKC,
