00000 0 982 123521774232,FKJ,16,1
00000 0 982 123521774233,FKJ,16,2
00000 0 982 123521774234,FKJ,16,3
00000 0 982 123521774235,FKJ,16,4
00000 0 982 123521774236,FKJ,16,5
00000 0 982 123521774237,FKJ,16,6
00000 0 982 123521774238,FKJ,16,7
00000 0 982 123521774239,FKJ,16,8
00000 0 982 123521774240,FKJ,16,9
00000 0 982 123521774241,FKJ,16,10
00000 0 982 123521774242,FKJ,16,11
00000 0 982 123521774243,FKJ,16,12
00000 0 982 123521774244,FKJ,16,13
00000 0 982 123521774245,FKJ,16,14
00000 0 982 123521774246,FKJ,16,15
00000 0 982 123521774247,FKJ,16,16
00000 0 982 123521774248,FKJ,16,17
00000 0 982 123521774249,FKJ,16,18
00000 0 982 123521774250,FKJ,16,19
00000 0 982 123521774251,FKJ,16,20
00000 0 982 123521774252,FKJ,16,21
00000 0 982 123521774253,FKJ,16,22
00000 0 982 123521774254,FKJ,16,23
00000 0 982 123521774255,FKJ,16,24
00000 0 982 123521774256,FKJ,16,25
00000 0 982 123521774257,FKJ,16,26
00000 0 982 123521774258,FKJ,16,27
00000 0 982 123521774259,FKJ,16,28
00000 0 982 123521774260,FKJ,16,29
00000 0 982 123521774261,FKJ,16,30
00000 0 982 123521774262,FKJ,16,31
00000 0 982 123521774263,FKJ,16,32
00000 0 982 123521774264,FKJ,16,33
00000 0 982 123521774265,FKJ,16,34
00000 0 982 123521774266,FKJ,16,35
00000 0 982 123521774267,FKJ,16,36
00000 0 982 123521774268,FKJ,16,37
00000 0 982 123521774269,FKJ,16,38
00000 0 982 123521774270,FKJ,16,39
00000 0 982 123521774271,FKJ,16,40
00000 0 982 123521774272,FKJ,16,41
00000 0 982 123521774273,FKJ,16,42
00000 0 982 123521774274,FKJ,16,43
00000 0 982 123521774275,FKJ,16,44
00000 0 982 123521774276,FKJ,16,45
00000 0 982 123521774277,FKJ,16,46
00000 0 982 123521774278,FKJ,16,47
00000 0 982 123521774279,FKJ,16,48
00000 0 982 123521774280,FKJ,16,49
00000 0 982 123521774281,FKJ,16,50
